id,smoker_pred,smoker_prob
159743,1,0.8564993
159744,1,0.8746256
159745,1,0.6455912
159746,0,0.38093698
159747,0,0.07533846
159748,0,0.24120648
159749,0,0.36602402
159750,1,0.64679724
159751,0,0.080278926
159752,0,0.034043875
159753,1,0.70159423
159754,1,0.55183256
159755,0,0.4922678
159756,0,0.07791482
159757,0,0.3855191
159758,1,0.6994799
159759,0,0.026247319
159760,1,0.9482328
159761,0,0.046841137
159762,0,0.46487668
159763,0,0.103346944
159764,1,0.51264834
159765,1,0.5717936
159766,1,0.74532115
159767,0,0.4568111
159768,1,0.9375273
159769,1,0.755284
159770,1,0.81424916
159771,0,0.027589198
159772,1,0.5447056
159773,0,0.19715618
159774,0,0.23301706
159775,0,0.1930761
159776,0,0.014521864
159777,1,0.563556
159778,0,0.34197557
159779,1,0.75209534
159780,1,0.71113634
159781,1,0.75386435
159782,0,0.020983536
159783,0,0.07698436
159784,0,0.42639968
159785,0,0.0076702614
159786,1,0.8985468
159787,0,0.4646577
159788,0,0.011408435
159789,0,0.04851472
159790,0,0.059806384
159791,1,0.835238
159792,0,0.40753335
159793,1,0.60593593
159794,0,0.2769132
159795,0,0.10207403
159796,0,0.44851393
159797,1,0.7826901
159798,1,0.77078384
159799,0,0.0010868774
159800,0,0.01849844
159801,0,0.029299144
159802,1,0.9745847
159803,1,0.6651385
159804,1,0.67051363
159805,0,0.46856347
159806,1,0.8860276
159807,1,0.7549681
159808,0,0.008056103
159809,1,0.65974957
159810,0,0.0017656964
159811,0,0.00684844
159812,1,0.5029391
159813,1,0.6210274
159814,1,0.8631876
159815,1,0.7062616
159816,1,0.64959365
159817,1,0.6486959
159818,0,0.0067315125
159819,1,0.75842065
159820,0,0.18038145
159821,0,0.017907444
159822,1,0.60519063
159823,0,0.0022517561
159824,1,0.8814783
159825,1,0.74884945
159826,0,0.4615227
159827,0,0.020039542
159828,0,0.014409216
159829,0,0.011853238
159830,0,0.080279164
159831,1,0.5676364
159832,1,0.587114
159833,0,0.3449688
159834,0,0.021110505
159835,1,0.8711335
159836,0,0.03338545
159837,0,0.45647386
159838,0,0.10477304
159839,0,0.24590223
159840,1,0.91029936
159841,1,0.7679982
159842,1,0.74009544
159843,1,0.9359922
159844,1,0.5048443
159845,0,0.010269949
159846,1,0.6973941
159847,0,0.34782836
159848,1,0.52532154
159849,1,0.72596425
159850,0,0.002349413
159851,0,0.47207305
159852,0,0.024455788
159853,0,0.10685286
159854,1,0.96365094
159855,0,0.32756707
159856,0,0.09365347
159857,1,0.56998205
159858,1,0.7761355
159859,0,0.0077917757
159860,1,0.6273396
159861,0,0.016545635
159862,0,0.0021921135
159863,1,0.76470006
159864,0,0.044182096
159865,0,0.0012049709
159866,1,0.6436364
159867,0,0.43358764
159868,1,0.8381811
159869,1,0.70550567
159870,1,0.78915393
159871,0,0.08446506
159872,1,0.6846868
159873,1,0.68437374
159874,0,0.27279016
159875,0,0.21392955
159876,1,0.7759568
159877,0,0.082220726
159878,1,0.6339984
159879,1,0.7794247
159880,1,0.58619165
159881,0,0.033773612
159882,1,0.9041968
159883,1,0.89736736
159884,1,0.87358755
159885,0,0.34182215
159886,0,0.32796097
159887,1,0.50260603
159888,0,0.32652158
159889,1,0.8703296
159890,1,0.7618403
159891,1,0.92463344
159892,0,0.22123542
159893,0,0.022370562
159894,1,0.888221
159895,1,0.68314284
159896,1,0.61862427
159897,0,0.43924496
159898,1,0.67279077
159899,1,0.9052872
159900,0,0.045547433
159901,1,0.7113476
159902,0,0.21679278
159903,0,0.35983512
159904,0,0.46848738
159905,0,0.019531116
159906,1,0.86587703
159907,1,0.7282512
159908,1,0.746068
159909,0,0.00074229395
159910,1,0.56008786
159911,0,0.4148393
159912,1,0.6759415
159913,0,0.04769449
159914,0,0.032179885
159915,0,0.36145595
159916,0,0.011837855
159917,0,0.02342175
159918,0,0.11407911
159919,0,0.4251525
159920,0,0.13509157
159921,1,0.8705238
159922,0,0.20890126
159923,0,0.23599409
159924,1,0.794545
159925,1,0.7364992
159926,1,0.92217416
159927,1,0.6589679
159928,0,0.49519616
159929,1,0.75802815
159930,0,0.20116816
159931,0,0.4133639
159932,0,0.0025857117
159933,0,0.28049546
159934,0,0.33390254
159935,0,0.14868656
159936,1,0.59987766
159937,0,0.021394137
159938,1,0.6889143
159939,1,0.70604885
159940,1,0.6779279
159941,0,0.43565813
159942,1,0.54139036
159943,0,0.16379847
159944,0,0.009202711
159945,1,0.85535127
159946,1,0.7356831
159947,0,0.017955773
159948,0,0.25233105
159949,1,0.75768995
159950,1,0.86319375
159951,0,0.33521485
159952,1,0.7715931
159953,0,0.0013534913
159954,1,0.5389176
159955,0,0.00045674088
159956,1,0.8183185
159957,1,0.8871915
159958,1,0.6796358
159959,0,0.3638496
159960,1,0.83815765
159961,1,0.80734164
159962,0,0.00087866007
159963,1,0.9005268
159964,0,0.02999961
159965,1,0.68670946
159966,1,0.7747533
159967,1,0.78550524
159968,0,0.008367981
159969,1,0.8332428
159970,0,0.019665811
159971,0,0.002695261
159972,0,0.027125886
159973,1,0.7276522
159974,0,0.37429196
159975,1,0.70096177
159976,1,0.59168494
159977,1,0.8059858
159978,0,0.019595815
159979,1,0.68912625
159980,1,0.87250715
159981,1,0.7512002
159982,1,0.71463853
159983,1,0.7791444
159984,1,0.5723647
159985,1,0.8817736
159986,1,0.901724
159987,0,0.0583318
159988,1,0.8361719
159989,1,0.6464599
159990,0,0.29424283
159991,0,0.011042383
159992,0,0.4510946
159993,0,0.01163817
159994,0,0.015018846
159995,0,0.009148437
159996,0,0.49788913
159997,1,0.81995106
159998,0,0.46250394
159999,1,0.7977367
160000,1,0.7472304
160001,0,0.10585541
160002,0,0.32205278
160003,0,0.019290127
160004,1,0.5062243
160005,0,0.039776117
160006,0,0.35618916
160007,1,0.7397965
160008,0,0.19160569
160009,1,0.5720754
160010,1,0.69518226
160011,0,0.13900273
160012,0,0.45648924
160013,1,0.7736409
160014,0,0.017008942
160015,0,0.08051599
160016,1,0.73394245
160017,0,0.1262887
160018,1,0.86449754
160019,0,0.018610356
160020,0,0.09934625
160021,1,0.56710726
160022,1,0.7576558
160023,0,0.0143993115
160024,1,0.60041785
160025,0,0.10177706
160026,0,0.025588699
160027,0,0.473428
160028,0,0.011856383
160029,1,0.7190798
160030,0,0.31283173
160031,1,0.8584525
160032,0,0.028262792
160033,0,0.076358
160034,1,0.85724205
160035,1,0.5830528
160036,0,0.008779913
160037,1,0.50309056
160038,0,0.49559742
160039,0,0.014617092
160040,1,0.5574779
160041,0,0.060840167
160042,0,0.39413145
160043,0,0.044802353
160044,0,0.07507172
160045,0,0.03861427
160046,1,0.5075591
160047,1,0.60099804
160048,1,0.60097253
160049,0,0.0059172106
160050,1,0.83238363
160051,1,0.7743556
160052,1,0.83470166
160053,0,0.29681462
160054,1,0.6878183
160055,1,0.54405105
160056,0,0.15478769
160057,0,0.10343031
160058,0,0.49169597
160059,1,0.7329208
160060,0,0.26525846
160061,0,0.09223841
160062,1,0.894819
160063,0,0.043670375
160064,0,0.14176136
160065,0,0.4069788
160066,1,0.5066477
160067,0,0.41249174
160068,1,0.7171652
160069,1,0.66743743
160070,0,0.004896455
160071,0,0.040594228
160072,0,0.42468858
160073,0,0.016834786
160074,1,0.7235392
160075,1,0.94472307
160076,0,0.4556472
160077,0,0.008070649
160078,1,0.7249215
160079,0,0.09447385
160080,0,0.31836948
160081,0,0.09656173
160082,0,0.16308121
160083,0,0.13909796
160084,0,0.0021099811
160085,0,0.0799023
160086,0,0.037053738
160087,0,0.09023981
160088,0,0.46311677
160089,1,0.8464908
160090,1,0.6243037
160091,1,0.8675283
160092,1,0.6293182
160093,1,0.826531
160094,0,0.0020154344
160095,1,0.90261626
160096,0,0.49229053
160097,0,0.25968322
160098,1,0.7977516
160099,0,0.0003920517
160100,0,0.40981576
160101,0,0.39869544
160102,1,0.68842447
160103,1,0.70591396
160104,0,0.22661994
160105,0,0.28498122
160106,0,0.014276866
160107,0,0.35831377
160108,1,0.72285634
160109,1,0.85685277
160110,1,0.7629539
160111,0,0.40766326
160112,0,0.12822348
160113,0,0.12020934
160114,1,0.6712196
160115,0,0.014618808
160116,0,0.025196534
160117,1,0.89931494
160118,0,0.47429335
160119,0,0.0012690363
160120,0,0.41221297
160121,1,0.6372181
160122,1,0.63433707
160123,0,0.3647864
160124,1,0.88023204
160125,1,0.8579795
160126,1,0.5593117
160127,1,0.63470966
160128,0,0.23973003
160129,1,0.76782525
160130,1,0.6541816
160131,0,0.016121335
160132,0,0.015894148
160133,1,0.9115035
160134,1,0.93398625
160135,1,0.5136684
160136,0,0.008683097
160137,1,0.73040307
160138,1,0.60308635
160139,1,0.8837954
160140,1,0.50073344
160141,1,0.80395174
160142,0,0.0062820474
160143,0,0.43504992
160144,0,0.074608825
160145,0,0.006609185
160146,0,0.008616847
160147,1,0.6943547
160148,1,0.5218917
160149,0,0.342363
160150,0,0.13758111
160151,0,0.3112275
160152,0,0.072199404
160153,0,0.03289041
160154,1,0.6448276
160155,1,0.6564191
160156,1,0.8327377
160157,1,0.60739535
160158,0,0.31376794
160159,1,0.6294455
160160,0,0.029065717
160161,1,0.84461707
160162,0,0.3253076
160163,1,0.85523593
160164,1,0.83991385
160165,1,0.899272
160166,1,0.7855416
160167,1,0.6791474
160168,0,0.30424017
160169,0,0.35257095
160170,1,0.8842737
160171,0,0.0036284162
160172,0,0.44980514
160173,1,0.53268665
160174,1,0.8032096
160175,0,0.0153738065
160176,0,0.15757704
160177,0,0.48970985
160178,0,0.4885684
160179,0,0.0072756717
160180,1,0.7969366
160181,0,0.46979982
160182,1,0.84839106
160183,0,0.0031310664
160184,1,0.8242738
160185,0,0.018810924
160186,0,0.31456688
160187,0,0.0019223575
160188,1,0.8684309
160189,1,0.7500307
160190,0,0.04868313
160191,1,0.74112105
160192,1,0.65040326
160193,0,0.01908805
160194,0,0.27501383
160195,0,0.46639624
160196,0,0.28130382
160197,1,0.64716405
160198,0,0.47413278
160199,0,0.03045485
160200,0,0.010650768
160201,0,0.0148527045
160202,1,0.75007445
160203,1,0.7216286
160204,0,0.14791162
160205,1,0.90850836
160206,1,0.70305103
160207,0,0.033165317
160208,0,0.37803164
160209,1,0.51838374
160210,0,0.02873606
160211,0,0.3825892
160212,0,0.27548352
160213,1,0.8456379
160214,0,0.22983165
160215,0,0.13989525
160216,0,0.0645377
160217,1,0.7478976
160218,0,0.24537052
160219,1,0.7696313
160220,1,0.7344184
160221,0,0.36636147
160222,0,0.23496574
160223,1,0.59044796
160224,1,0.8251969
160225,0,0.1790169
160226,0,0.06484137
160227,1,0.6354769
160228,1,0.8951903
160229,1,0.63187045
160230,1,0.7900415
160231,0,0.037078243
160232,1,0.8783599
160233,0,0.018895477
160234,0,0.037304852
160235,1,0.7443747
160236,1,0.55351985
160237,0,0.34832558
160238,0,0.29594782
160239,0,0.005329238
160240,1,0.8937052
160241,0,0.045594938
160242,1,0.58280325
160243,1,0.53818643
160244,0,0.009784781
160245,1,0.6918227
160246,1,0.80349284
160247,0,0.45233053
160248,0,0.11288307
160249,1,0.7581107
160250,1,0.8990139
160251,1,0.6351161
160252,0,0.014963882
160253,0,0.22216925
160254,1,0.75709003
160255,1,0.7250107
160256,0,0.44963232
160257,1,0.9227332
160258,0,0.0010225839
160259,1,0.8800769
160260,1,0.57141566
160261,0,0.092670634
160262,0,0.0103181945
160263,0,0.102877714
160264,1,0.5861624
160265,0,0.4716061
160266,1,0.8831946
160267,0,0.34067357
160268,0,0.48269907
160269,0,0.009295483
160270,0,0.012161433
160271,1,0.6301149
160272,1,0.81767315
160273,0,0.009206564
160274,0,0.09336492
160275,1,0.6749855
160276,1,0.7293875
160277,0,0.005675099
160278,1,0.6849116
160279,1,0.60101885
160280,0,0.17092754
160281,1,0.78026927
160282,1,0.68702507
160283,1,0.5100637
160284,1,0.59958345
160285,1,0.8489005
160286,1,0.659527
160287,1,0.5860109
160288,0,0.24131677
160289,0,0.484139
160290,1,0.85945916
160291,0,0.026901728
160292,0,0.0036055606
160293,1,0.54498196
160294,0,0.15589404
160295,1,0.73237145
160296,1,0.75827175
160297,1,0.8224355
160298,0,0.008535561
160299,1,0.5036225
160300,1,0.6379089
160301,1,0.62817734
160302,0,0.4268959
160303,1,0.60856926
160304,1,0.7591432
160305,1,0.65568954
160306,1,0.698968
160307,0,0.41292176
160308,0,0.045700442
160309,0,0.016578501
160310,0,0.0027228014
160311,1,0.82550365
160312,1,0.62868613
160313,0,0.42760918
160314,1,0.7373097
160315,1,0.83202964
160316,1,0.6201613
160317,1,0.71364826
160318,1,0.8936953
160319,0,0.4665457
160320,0,0.014556591
160321,1,0.84854406
160322,1,0.6641274
160323,1,0.5637485
160324,1,0.7761632
160325,1,0.9293403
160326,1,0.55582434
160327,0,0.007651383
160328,0,0.02611148
160329,1,0.8458439
160330,0,0.014737474
160331,1,0.90817493
160332,1,0.88267577
160333,0,0.19878569
160334,1,0.7063682
160335,0,0.4973719
160336,1,0.76275104
160337,1,0.6303729
160338,0,0.36784527
160339,0,0.008639406
160340,1,0.72399753
160341,1,0.596585
160342,0,0.44966814
160343,1,0.8397507
160344,1,0.84922093
160345,1,0.6554163
160346,0,0.47408012
160347,1,0.8697159
160348,1,0.87162656
160349,0,0.44607475
160350,1,0.83925474
160351,1,0.8115388
160352,0,0.46124297
160353,0,0.014594074
160354,0,0.043201573
160355,0,0.30104735
160356,0,0.15007344
160357,0,0.08528742
160358,0,0.36896068
160359,0,0.030861305
160360,0,0.022605225
160361,0,0.07872379
160362,0,0.006716417
160363,0,0.046386633
160364,0,0.33282208
160365,0,0.4601308
160366,0,0.0055976403
160367,1,0.80926
160368,0,0.20032945
160369,0,0.021238528
160370,1,0.91706043
160371,1,0.78212136
160372,0,0.0054271515
160373,1,0.665042
160374,1,0.67953265
160375,0,0.23944512
160376,1,0.5338616
160377,0,0.05218716
160378,1,0.8181715
160379,1,0.59223044
160380,0,0.02718358
160381,0,0.40706927
160382,1,0.7172379
160383,0,0.1720757
160384,0,0.46279535
160385,0,0.030967394
160386,0,0.068704054
160387,0,0.0117029715
160388,0,0.46072546
160389,1,0.6383602
160390,1,0.6780715
160391,1,0.6332982
160392,1,0.6987696
160393,0,0.14884724
160394,0,0.0045781564
160395,1,0.62117857
160396,1,0.7375376
160397,0,0.31683147
160398,1,0.9136345
160399,1,0.6267532
160400,1,0.8175993
160401,0,0.0043363804
160402,1,0.8021313
160403,0,0.064606905
160404,1,0.54967034
160405,0,0.36562437
160406,1,0.65491766
160407,0,0.0019382354
160408,1,0.60076874
160409,0,0.0029309148
160410,0,0.010477136
160411,1,0.8488697
160412,1,0.55533403
160413,1,0.76750916
160414,0,0.04184153
160415,0,0.007967349
160416,0,0.031110555
160417,0,0.0039370246
160418,0,0.113843255
160419,0,0.35590664
160420,0,0.14581682
160421,1,0.55239004
160422,0,0.44048536
160423,0,0.006092909
160424,1,0.70908177
160425,0,0.024726445
160426,0,0.31388494
160427,0,0.0072056665
160428,1,0.6190419
160429,1,0.84022754
160430,1,0.8318345
160431,1,0.92878026
160432,0,0.0046531553
160433,1,0.63004
160434,0,0.49309385
160435,1,0.75437003
160436,1,0.6545505
160437,0,0.023829373
160438,1,0.8915436
160439,1,0.6389497
160440,0,0.0004229189
160441,0,0.08962066
160442,1,0.68436664
160443,1,0.8238774
160444,0,0.011802377
160445,1,0.8302192
160446,1,0.79624027
160447,1,0.8247253
160448,1,0.7764184
160449,0,0.03389616
160450,0,0.17402464
160451,1,0.8673083
160452,1,0.79097927
160453,0,0.0053909863
160454,0,0.29889825
160455,0,0.033594795
160456,1,0.7366798
160457,1,0.6314845
160458,1,0.510294
160459,1,0.56697315
160460,1,0.6364248
160461,0,0.48838094
160462,1,0.63220257
160463,1,0.89711416
160464,1,0.7441217
160465,1,0.69028723
160466,0,0.13436475
160467,0,0.40419826
160468,1,0.67061156
160469,1,0.78273076
160470,1,0.7546824
160471,1,0.7829005
160472,0,0.012549605
160473,1,0.9059566
160474,1,0.68358576
160475,0,0.04569466
160476,0,0.06819821
160477,0,0.23477884
160478,1,0.8218089
160479,1,0.8400544
160480,1,0.59074914
160481,1,0.5753176
160482,0,0.010042945
160483,0,0.004770776
160484,0,0.46099517
160485,0,0.0021562222
160486,0,0.012166692
160487,0,0.14044021
160488,0,0.0025537142
160489,1,0.58284926
160490,0,0.03280275
160491,1,0.7115368
160492,1,0.79307413
160493,1,0.6746015
160494,0,0.41213882
160495,1,0.51960015
160496,1,0.64539874
160497,0,0.24447203
160498,0,0.01712924
160499,1,0.7753901
160500,1,0.8812581
160501,0,0.0036194646
160502,1,0.71703374
160503,1,0.79111916
160504,0,0.017107515
160505,1,0.8785646
160506,1,0.7147042
160507,1,0.58042717
160508,1,0.89631903
160509,1,0.9934314
160510,0,0.37661892
160511,1,0.73178005
160512,0,0.02709987
160513,0,0.46802366
160514,1,0.5694217
160515,1,0.7784849
160516,0,0.01575677
160517,1,0.76993275
160518,0,0.0016941467
160519,0,0.47851786
160520,0,0.012077152
160521,0,0.017535087
